Strategy,Coverage,R_value,Size
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,4,
IMV,1,1,30,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,6,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,28,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,10,
IMV,1,1,5,
IMV,1,1,103,
IMV,1,1,3,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,10,
IMV,1,1,3,
IMV,1,1,2,
IMV,1,1,10,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,32,
IMV,1,1,6,
IMV,1,1,3,
IMV,1,1,4,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,12,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,8,
IMV,1,1,6,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,333,
IMV,1,1,1,
IMV,1,1,28,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,23,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,12,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,225,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,7,
IMV,1,1,5,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,19,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,4,
IMV,1,1,5,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,8,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,8,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,14,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,17,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,12,
IMV,1,1,1,
IMV,1,1,337,
IMV,1,1,1,
IMV,1,1,3486,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,349,
IMV,1,1,10,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,3,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,27,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,12,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,34,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,14,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,18,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,10,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,18,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,6,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,11,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,10,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,42787,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,59,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,2,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,5,
IMV,1,1.2,3,
IMV,1,1.2,8,
IMV,1,1.2,84,
IMV,1,1.2,59,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,101,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,38,
IMV,1,1.2,37,
IMV,1,1.2,1,
IMV,1,1.2,15,
IMV,1,1.2,11,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,197,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,16,
IMV,1,1.2,38,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,17,
IMV,1,1.2,797,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,12,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,11,
IMV,1,1.2,15,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,187,
IMV,1,1.2,17,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,34,
IMV,1,1.2,9,
IMV,1,1.2,551,
IMV,1,1.2,12,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,16,
IMV,1,1.2,6,
IMV,1,1.2,1,
IMV,1,1.2,23,
IMV,1,1.2,1,
IMV,1,1.2,28,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,66,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1596,
IMV,1,1.2,182,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,50,
IMV,1,1.2,2,
IMV,1,1.2,24,
IMV,1,1.2,1,
IMV,1,1.2,91,
IMV,1,1.2,105,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,41,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,20,
IMV,1,1.2,4,
IMV,1,1.2,3,
IMV,1,1.2,2,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,12,
IMV,1,1.2,1,
IMV,1,1.2,8,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,6,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,5,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,12,
IMV,1,1.2,1,
IMV,1,1.2,22,
IMV,1,1.2,14,
IMV,1,1.2,346,
IMV,1,1.2,5,
IMV,1,1.2,17,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,14,
IMV,1,1.2,2,
IMV,1,1.2,3,
IMV,1,1.2,15,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2942,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,114,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,5,
IMV,1,1.2,405,
IMV,1,1.2,1,
IMV,1,1.2,15,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,24,
IMV,1,1.2,2,
IMV,1,1.2,17,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,16,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,16,
IMV,1,1.2,13,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,10,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,6,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,8,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,12784,
IMV,1,1.2,6,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,3,
IMV,1,1.2,6,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,3,
IMV,1,1.2,2,
IMV,1,1.2,5,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,12,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,14,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,6,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,7,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,4,
IMV,1,1.2,4,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,6,
IMV,1,1.2,6,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,88,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,6,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,8222,
IMV,1,1.2,14,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,5,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,215,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,51,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,151,
IMV,1,1.2,11826,
IMV,1,1.2,1,
IMV,1,1.2,12,
IMV,1,1.2,1,
IMV,1,1.2,17640,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,11,
IMV,1,1.2,1,
IMV,1,1.2,8,
IMV,1,1.2,3,
IMV,1,1.2,7,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,171,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1029,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,8,
IMV,1,1.2,17,
IMV,1,1.2,5,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,5,
IMV,1,1.2,3,
IMV,1,1.2,3513,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,161,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,30,
IMV,1,1.2,2,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,9,
IMV,1,1.2,63,
IMV,1,1.2,17,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,8,
IMV,1,1.2,3,
IMV,1,1.2,3,
IMV,1,1.2,8,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,5,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,7,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,7,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,20,
IMV,1,1.2,7,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,12,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,11,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,97,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,688,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,841,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,360,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,9,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,6,
IMV,1,1.2,1,
IMV,1,1.2,9,
IMV,1,1.2,80,
IMV,1,1.2,5,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,553,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,31,
IMV,1,1.2,3,
IMV,1,1.2,52,
IMV,1,1.2,1,
IMV,1,1.2,8,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,51,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,3,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,479,
IMV,1,1.2,6,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,7,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,5,
IMV,1,1.2,5,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,507,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,140,
IMV,1,1.2,2,
IMV,1,1.2,3,
IMV,1,1.2,48,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,103,
IMV,1,1.2,1,
IMV,1,1.2,29,
IMV,1,1.2,1,
IMV,1,1.2,6,
IMV,1,1.2,29,
IMV,1,1.2,226,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,18,
IMV,1,1.2,15,
IMV,1,1.2,13,
IMV,1,1.2,3,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,59,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,21,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,101,
IMV,1,1.2,14,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,11,
IMV,1,1.2,7,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,4,
IMV,1,1.2,7,
IMV,1,1.2,2,
IMV,1,1.2,1805,
IMV,1,1.2,3,
IMV,1,1.2,15,
IMV,1,1.2,29,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,118,
IMV,1,1.2,4,
IMV,1,1.2,2,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1226,
IMV,1,1.2,2,
IMV,1,1.2,147,
IMV,1,1.2,2,
IMV,1,1.2,7,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,49,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,14,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,11,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,490,
IMV,1,1.2,2,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,3331,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,13,
IMV,1,1.2,20,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,64,
IMV,1,1.2,1,
IMV,1,1.2,22,
IMV,1,1.2,3,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,277,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,30,
IMV,1,1.2,179,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,6,
IMV,1,1.2,459,
IMV,1,1.2,1,
IMV,1,1.2,112,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,5,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1856,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,9,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,53,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,6,
IMV,1,1.2,8,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,5,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,14,
