Strategy,Coverage,R_value,Size
AV,1,1.2,21,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,14,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,5,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,14558,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,536,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,329,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,3326,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,19,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,24,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,18,
AV,1,1.2,1,
AV,1,1.2,9,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,320,
AV,1,1.2,37624,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,28,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,88,
AV,1,1.2,2,
AV,1,1.2,41,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1842,
AV,1,1.2,1,
AV,1,1.2,17,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,5,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,61,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,11,
AV,1,1.2,1,
AV,1,1.2,40548,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,6,
AV,1,1.2,1,
AV,1,1.2,30713,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,31636,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,154,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,24,
AV,1,1.2,5,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,42,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,19,
AV,1,1.2,41,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,17880,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,9,
AV,1,1.2,1,
AV,1,1.2,12,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,20085,
AV,1,1.2,2,
AV,1,1.2,632,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,43,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,18,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,10,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,13,
AV,1,1.2,1,
AV,1,1.2,7,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,8,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,7,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,3,
AV,1,1.2,2,
AV,1,1.2,166,
AV,1,1.2,1,
AV,1,1.2,663,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
